Timestep,C7,CLAV,LANK,LASI,LBHD,LELB,LFHD,LFIN,LFRM,LHEE,LKNE,LPSI,LSHO,LTHI,LTIB,LTOE,LUPA,LWRA,LWRB,RANK,RBAK,RBHD,RELB,RFHD,RFIN,RFRM,RHEE,RKNE,RPSI,RSHO,RTHI,RTIB,RTOE,RUPA,RWRA,RWRB,STRN,T10,x39,x40,RASI
259,0.0304949,0.00476731,0.00220083,0.0470635,0.0410915,0.0154751,0.0166625,0.0132037,0.00357564,0.00668573,0.0216813,0.024079,0.032849,0.011786,0.00670579,0.01699,0.0115547,0.0185055,0.00996441,0.0144743,0.036892,0.0467989,0.0120998,0.0410012,0.0246078,0.0131693,0.0133902,0.0140065,0.0247904,0.0370897,0.0404063,0.0077221,0.0135595,0.0141849,0.00984759,0.00734966,0.0156709,0.0370944,0,0,0.0545418
260,0.0307198,0.00454967,0.00254448,0.0471383,0.0430183,0.0147494,0.0181433,0.0138246,0.00376764,0.00669832,0.0226891,0.0241515,0.0337934,0.0115517,0.00736506,0.0167926,0.0120645,0.0184223,0.0106335,0.014431,0.0370194,0.0476577,0.0127274,0.040842,0.0254386,0.0131843,0.01359,0.0141162,0.0246037,0.0369323,0.0410096,0.00774172,0.0138706,0.0147768,0.00986036,0.00723855,0.0163599,0.0363053,0,0,0.0544186
261,0.0309212,0.00452676,0.00287217,0.047306,0.044769,0.0143938,0.0196522,0.0146031,0.00391054,0.00676372,0.0235914,0.0243374,0.0345425,0.011447,0.00807565,0.0165659,0.0125197,0.0185361,0.0114829,0.0144238,0.0371717,0.0484832,0.0133596,0.0406059,0.0262477,0.0131884,0.0137898,0.0142179,0.0245601,0.0366926,0.0415678,0.00791901,0.0141716,0.0154011,0.00988757,0.00716324,0.0169959,0.0355386,0,0,0.0542444
262,0.0311089,0.00466055,0.00311789,0.0477934,0.046409,0.0143471,0.0211426,0.0155308,0.00400563,0.00686074,0.0243681,0.024634,0.0351493,0.011535,0.00879578,0.0163347,0.0129669,0.0187565,0.0123858,0.0146869,0.0373633,0.049233,0.0139623,0.0402947,0.0269821,0.0131565,0.0139799,0.014338,0.0246361,0.0364319,0.0420116,0.00805993,0.0144469,0.0160478,0.00995923,0.00713453,0.0177603,0.0351842,0,0,0.0540764
263,0.0312798,0.00488531,0.00340961,0.0484719,0.047962,0.0144865,0.0225654,0.0165997,0.0042341,0.00697251,0.0250401,0.0249941,0.035731,0.0116421,0.00948722,0.0160875,0.0135545,0.0189536,0.0131924,0.015161,0.0375226,0.0499013,0.0145077,0.0398634,0.0277816,0.0131134,0.0141679,0.0145102,0.0249213,0.0361725,0.0423299,0.00811297,0.0146856,0.0167078,0.0100905,0.00715552,0.0190496,0.0350994,0,0,0.0539103
264,0.0313812,0.00517056,0.00367647,0.0492307,0.0494073,0.0148091,0.0239345,0.0177686,0.00450783,0.00712011,0.0255651,0.025218,0.0363107,0.011766,0.00991473,0.01577,0.0140424,0.0187736,0.0138123,0.015396,0.0376432,0.0504406,0.0149444,0.0393325,0.0285439,0.0130844,0.014344,0.0147309,0.0254163,0.0358808,0.0427179,0.00815492,0.0148778,0.017391,0.0102623,0.00722306,0.0203785,0.0347758,0,0,0.0537598
265,0.0314024,0.0055534,0.00387483,0.0499325,0.0507439,0.0153013,0.0252846,0.019016,0.00469247,0.00724528,0.0259157,0.0253485,0.0368762,0.0118618,0.0102302,0.0154224,0.0143381,0.0186168,0.0142017,0.0155161,0.0376878,0.0508559,0.0152981,0.0387043,0.0294061,0.0130554,0.0145022,0.0149534,0.0257802,0.0355899,0.0429694,0.00823447,0.0150044,0.018042,0.0104494,0.00730468,0.0214513,0.0343663,0,0,0.0536324
266,0.0314479,0.00601142,0.00403985,0.0504968,0.0519291,0.0159747,0.026637,0.0202628,0.00498572,0.00731,0.0261363,0.0254513,0.0374597,0.0119151,0.0104973,0.0151286,0.0145959,0.0185552,0.0141046,0.015662,0.0376912,0.0511596,0.0155866,0.0379682,0.0303897,0.0130433,0.0146364,0.0151266,0.0259671,0.0352656,0.0430834,0.00836253,0.0150771,0.0186605,0.0106305,0.0073949,0.0225641,0.0339713,0,0,0.0535113
267,0.0315758,0.0065767,0.00420834,0.0509008,0.0530269,0.0168152,0.0279823,0.0216161,0.00552807,0.00729637,0.0262184,0.0255167,0.03807,0.0120159,0.0107061,0.0149933,0.0147495,0.0181685,0.013653,0.0156655,0.0376649,0.0513459,0.0158359,0.0371081,0.0314562,0.0130353,0.0147285,0.015255,0.0260667,0.0348936,0.0431476,0.00850489,0.0150963,0.0192721,0.0107843,0.00748019,0.0239969,0.0335858,0,0,0.0534207
268,0.0317887,0.00723445,0.00442229,0.051262,0.0540301,0.0177127,0.0293018,0.0231016,0.00621316,0.0072246,0.026235,0.025468,0.038691,0.0120781,0.0109016,0.0148498,0.0149197,0.017529,0.0131033,0.0154718,0.0376009,0.0514251,0.0160626,0.0361987,0.0325495,0.0130296,0.0147647,0.0153466,0.026145,0.0345519,0.0431306,0.0086384,0.0150719,0.0198994,0.0108933,0.00751385,0.0253513,0.0331814,0,0,0.0533393
269,0.0320239,0.00793665,0.00469901,0.0516754,0.0549523,0.0185223,0.0305935,0.024591,0.00708712,0.00718351,0.0261755,0.0253171,0.0393003,0.0121397,0.0110201,0.0149226,0.0151166,0.0167967,0.0125454,0.0155357,0.0375252,0.0513866,0.0162663,0.0352517,0.0336173,0.0130113,0.0147511,0.0153927,0.0262024,0.0341817,0.0430475,0.00874995,0.0150067,0.0205402,0.010993,0.00747479,0.0265801,0.0327291,0,0,0.0532362
270,0.0322437,0.00867227,0.00491292,0.0521303,0.0558358,0.019263,0.0318877,0.0258203,0.00849757,0.00722723,0.0260515,0.0251985,0.0398914,0.0121988,0.0110401,0.0150082,0.015337,0.0161459,0.0119363,0.0157472,0.037435,0.0512429,0.0164756,0.0342684,0.0345877,0.0129615,0.0146919,0.0154339,0.0262196,0.0338057,0.043062,0.00887458,0.0149485,0.021195,0.0110493,0.00741632,0.0277394,0.0322472,0,0,0.0531243
271,0.032393,0.00941158,0.00503995,0.0522709,0.0566912,0.0199433,0.0331929,0.0265703,0.00971017,0.00736966,0.0259045,0.0250425,0.040422,0.0122576,0.0109759,0.0146651,0.0155688,0.0156634,0.0113024,0.0160896,0.0373305,0.0510345,0.0166677,0.033272,0.035475,0.0128556,0.0146061,0.0155159,0.0262047,0.0335051,0.0431235,0.00903002,0.0148785,0.02187,0.0110885,0.00734021,0.0288244,0.031734,0,0,0.053014
272,0.0324528,0.0101323,0.00509441,0.0523991,0.0574917,0.0205347,0.0344818,0.0267848,0.0104395,0.00757454,0.0256733,0.024852,0.0408848,0.0123244,0.0108467,0.0141441,0.0157905,0.0153442,0.0111824,0.0161922,0.0372648,0.0507779,0.0168393,0.0322755,0.0363101,0.0127408,0.0144933,0.0156393,0.026155,0.0332671,0.0431782,0.00922375,0.0147438,0.0225127,0.0111502,0.00722815,0.0297814,0.0311982,0,0,0.0528805
273,0.0324487,0.010855,0.00511461,0.0524263,0.0581571,0.020998,0.0357427,0.026666,0.0107752,0.00784886,0.0253846,0.0247094,0.041372,0.0124823,0.010682,0.0137901,0.0160358,0.0152011,0.0114391,0.016567,0.0372384,0.0505414,0.0169735,0.0313158,0.0369779,0.0126229,0.0143334,0.0157701,0.026101,0.0330204,0.0432293,0.00945518,0.0145609,0.0231148,0.0112104,0.00712754,0.0306238,0.0306883,0,0,0.0527321
274,0.0324212,0.0115779,0.00515401,0.0523573,0.0588081,0.0213833,0.0369128,0.0262414,0.0109471,0.00816696,0.0250864,0.0246788,0.0419185,0.0127611,0.0105688,0.0135442,0.0162944,0.0151348,0.0117169,0.0168472,0.0372655,0.0503257,0.0169153,0.0304238,0.0375132,0.0124969,0.0141001,0.0158786,0.0260355,0.0327959,0.0432853,0.00961139,0.0143579,0.0236574,0.0112539,0.0070436,0.0313814,0.0302252,0,0,0.0525788
275,0.0324243,0.0122748,0.00521749,0.0522954,0.0593715,0.0217578,0.0379827,0.0255867,0.0111667,0.00853242,0.0247008,0.0247227,0.0422921,0.0130546,0.0104594,0.013213,0.0165384,0.0152421,0.0119101,0.0170028,0.0372977,0.0500898,0.0168476,0.0295931,0.0379829,0.0123701,0.0138476,0.0159835,0.0259691,0.0326203,0.0433104,0.00962078,0.014135,0.0241323,0.0113183,0.00697678,0.0321009,0.0298022,0,0,0.0524532
276,0.0325115,0.0129479,0.00529886,0.0523231,0.0598561,0.0221353,0.0389725,0.0248501,0.0114382,0.00890718,0.0244345,0.0246201,0.0424369,0.0134809,0.0103548,0.0128838,0.0167924,0.0151241,0.0119491,0.0171357,0.0373555,0.0498377,0.0168435,0.0288249,0.0384301,0.0122575,0.013714,0.0160806,0.0258982,0.0325163,0.0432997,0.00956142,0.0139062,0.0245104,0.0114084,0.00692246,0.0328065,0.0294253,0,0,0.0523651
277,0.0326699,0.0135741,0.00542864,0.0524635,0.0602412,0.0224975,0.0398738,0.0241547,0.0116877,0.00918265,0.0241768,0.0242787,0.0424273,0.0140412,0.0102047,0.0126226,0.0170489,0.0149352,0.0119491,0.0172768,0.03742,0.0496067,0.0168865,0.0281114,0.0388877,0.0121348,0.0135808,0.0161751,0.0258451,0.032449,0.0432514,0.00971625,0.0136943,0.0248001,0.0115097,0.00686667,0.0335195,0.0290894,0,0,0.0522966
278,0.0328168,0.0141149,0.00556649,0.0527011,0.0605741,0.0227948,0.0406898,0.0234834,0.0120275,0.00937062,0.0239251,0.0241858,0.0423429,0.0144782,0.00996876,0.012364,0.0172894,0.015295,0.0120135,0.0174072,0.0374578,0.0493628,0.0169642,0.0274459,0.0393304,0.012024,0.0134208,0.0162702,0.0258318,0.0323923,0.0430942,0.00990833,0.0134684,0.0249761,0.0115926,0.00683871,0.0342145,0.0288139,0,0,0.0522408
279,0.0329106,0.0146492,0.00570843,0.0530288,0.0609772,0.0230778,0.0414697,0.0228344,0.0124502,0.00951688,0.023707,0.0243097,0.0422972,0.0146858,0.00977452,0.012092,0.0175013,0.0156428,0.0121243,0.0174975,0.0375376,0.04914,0.0170944,0.0268387,0.0397697,0.0119355,0.0132593,0.0163313,0.0258689,0.0323418,0.0427692,0.0100412,0.0132279,0.0250485,0.0116665,0.00683573,0.0348658,0.0286206,0,0,0.0521917
280,0.0329338,0.0152085,0.00589598,0.053388,0.0613126,0.023422,0.0422275,0.0222477,0.0129286,0.00966239,0.0235227,0.0244602,0.0423444,0.0146973,0.00955864,0.0118039,0.0177029,0.0157827,0.0122698,0.0175449,0.037594,0.0488996,0.0172691,0.0262738,0.0401573,0.0118416,0.013115,0.0163272,0.0259839,0.0323001,0.0423258,0.0100961,0.012993,0.0250536,0.0117297,0.00686221,0.0355477,0.0284861,0,0,0.0521362
281,0.0328968,0.0157682,0.00624012,0.0537664,0.0615799,0.0238238,0.0429137,0.0217423,0.0135714,0.00975784,0.023361,0.0245836,0.0424857,0.0148305,0.0093607,0.0114818,0.0178868,0.0158204,0.0122873,0.0175534,0.0376087,0.0487033,0.0174713,0.0257663,0.040362,0.0117812,0.0129523,0.0162581,0.026213,0.0321797,0.0418201,0.0101424,0.0127372,0.0250291,0.0118306,0.00689988,0.0362166,0.0283687,0,0,0.0520799
282,0.0328471,0.0163307,0.00673268,0.0541911,0.0618905,0.0243135,0.0435226,0.0212614,0.0142961,0.00977797,0.0232161,0.0247092,0.042698,0.0151524,0.00920428,0.0111601,0.0180584,0.0158623,0.0122602,0.0175353,0.0375446,0.0485579,0.0176997,0.0253088,0.0402617,0.0117305,0.0127898,0.0161423,0.0264896,0.0319892,0.0412241,0.0101622,0.0124727,0.0250183,0.0118938,0.00692948,0.0368283,0.028217,0,0,0.0520073
283,0.0328113,0.0168549,0.00712986,0.0545937,0.0621379,0.0246936,0.044084,0.0207243,0.0149854,0.00968113,0.0230329,0.0248722,0.042937,0.0155439,0.009103,0.0109732,0.0182075,0.0158315,0.0123391,0.0175176,0.0374345,0.0484144,0.0179392,0.0248865,0.039896,0.0116967,0.0126192,0.0160297,0.0268112,0.0318207,0.0405627,0.0101162,0.0121978,0.0250147,0.0118955,0.00691038,0.0373786,0.0280148,0,0,0.0519324
284,0.0328182,0.0173313,0.00764971,0.0549507,0.0623911,0.0248863,0.0446325,0.0203458,0.0156254,0.00949674,0.022795,0.025036,0.0431893,0.01584,0.00904549,0.0108064,0.0183165,0.015647,0.012538,0.0174497,0.0373656,0.0482797,0.0180739,0.0245064,0.03945,0.0116441,0.0124496,0.0159587,0.0271322,0.0317053,0.0398551,0.0100136,0.0119207,0.0250182,0.0118299,0.00686635,0.037893,0.027758,0,0,0.051866
285,0.0328892,0.0177834,0.00805226,0.0552762,0.062607,0.0249792,0.0450452,0.0202793,0.0162437,0.0092585,0.0227178,0.0251802,0.0433593,0.0161529,0.00895585,0.0106281,0.0183795,0.0153829,0.0126127,0.0173527,0.0372782,0.0481764,0.018161,0.0241485,0.0391305,0.0115288,0.012343,0.0159035,0.0273935,0.0315548,0.0391068,0.00989883,0.0116515,0.0250227,0.011735,0.00679985,0.0383768,0.0274879,0,0,0.0518023
286,0.0329761,0.0181992,0.00831805,0.0555571,0.0628623,0.0252017,0.0454039,0.0205688,0.0168907,0.00900891,0.0227062,0.0253166,0.0434736,0.0164809,0.00871473,0.0104565,0.0183776,0.0151317,0.0126655,0.0172503,0.0371765,0.0481073,0.0182357,0.0238293,0.0389076,0.011362,0.0122784,0.0158626,0.0276152,0.0314206,0.0382976,0.00981546,0.011372,0.0250068,0.0116136,0.0066978,0.0388471,0.0272184,0,0,0.051738
287,0.0330317,0.0185963,0.00858243,0.0557382,0.0630388,0.0255581,0.0458475,0.0210914,0.0175669,0.00882655,0.0226855,0.0254386,0.0435299,0.016761,0.00862915,0.0102298,0.0182595,0.014926,0.0127157,0.0171193,0.0370986,0.0480591,0.0183221,0.0235982,0.0387303,0.0111869,0.0122702,0.0158111,0.0277998,0.0313428,0.0374959,0.00976093,0.0110837,0.0249604,0.0114479,0.00654174,0.0393069,0.0269592,0,0,0.0517017
288,0.0330726,0.0189458,0.00882803,0.0558083,0.0632312,0.0259816,0.046229,0.0217332,0.0181954,0.00865244,0.0226474,0.0253761,0.0435379,0.0170003,0.00871188,0.0103359,0.0179905,0.0148171,0.0127109,0.0169971,0.0370492,0.0480309,0.0183854,0.0234644,0.0385849,0.010998,0.0122425,0.015729,0.0279421,0.0312375,0.0366965,0.00962735,0.0107763,0.0248762,0.0112496,0.00632305,0.0397584,0.026691,0,0,0.051679
289,0.0330623,0.0192249,0.00905398,0.0559358,0.0634354,0.0264756,0.0466325,0.0223706,0.0186995,0.00849839,0.0226486,0.0252688,0.0434718,0.0172123,0.00881816,0.0105741,0.0175612,0.0148039,0.0126631,0.0169617,0.0370199,0.0480878,0.0184846,0.0234148,0.0385015,0.0107926,0.0121934,0.0157192,0.0281127,0.0310415,0.0358551,0.00933251,0.0104567,0.0247458,0.0110063,0.00607423,0.0401702,0.02642,0,0,0.0516521
290,0.0330195,0.0194644,0.00925266,0.0561383,0.0636512,0.027056,0.0468982,0.0228844,0.0190393,0.00838367,0.0227105,0.0251044,0.043409,0.0174383,0.00861817,0.0108379,0.016956,0.0148878,0.0126227,0.0170238,0.036981,0.0482293,0.0185665,0.0234719,0.0384308,0.010592,0.0120973,0.015659,0.0283552,0.0307844,0.0348302,0.00914854,0.0101329,0.0245949,0.0107491,0.00577997,0.0405545,0.0261541,0,0,0.0516478
291,0.0329393,0.0196541,0.00940627,0.0562317,0.0639151,0.027783,0.0472614,0.0231776,0.0191493,0.00833915,0.022786,0.024937,0.0433614,0.0176999,0.00860882,0.011059,0.0161736,0.015008,0.012657,0.0169773,0.0368953,0.0484356,0.0186999,0.0236669,0.0382502,0.0103883,0.0119704,0.0155252,0.0285734,0.0305023,0.0335122,0.0090325,0.00980263,0.0244119,0.0104685,0.00543687,0.0408711,0.0258687,0,0,0.0516432
292,0.0328573,0.0197707,0.00952506,0.0562544,0.0641719,0.0285659,0.0476056,0.0232651,0.0189728,0.00839246,0.0228119,0.0248131,0.0432961,0.0179761,0.00894573,0.0112774,0.0152695,0.0150255,0.0127859,0.0168226,0.0367514,0.0487129,0.0188877,0.0240156,0.0382738,0.0102055,0.0118802,0.0154388,0.0288886,0.0301941,0.0323549,0.00892184,0.00946082,0.0242237,0.0101479,0.00508249,0.0410961,0.0255866,0,0,0.0516076
293,0.0327525,0.0197274,0.00958888,0.0562908,0.0643873,0.0293633,0.0478758,0.0232871,0.018474,0.00849586,0.0228009,0.0247166,0.043243,0.0182424,0.00930082,0.01156,0.0142672,0.0150642,0.0130618,0.0166217,0.0364999,0.0490544,0.0190985,0.0245396,0.0385982,0.0100297,0.011888,0.0153322,0.0293422,0.0298065,0.031356,0.00880138,0.0091168,0.0240441,0.00979205,0.00474647,0.0411736,0.0255192,0,0,0.0514625
294,0.0326215,0.0196093,0.00956251,0.056375,0.0645559,0.0301008,0.04814,0.0233962,0.0178503,0.00825661,0.0228409,0.0246195,0.0431686,0.0184527,0.0093297,0.011775,0.0132489,0.0150785,0.0134009,0.0164176,0.0361476,0.0494859,0.0193142,0.0252279,0.0391364,0.00985474,0.0119195,0.0152601,0.0298698,0.0293491,0.0304002,0.00862943,0.00877888,0.0238246,0.00944059,0.00440698,0.0410897,0.0258971,0,0,0.051266
295,0.0325166,0.0194515,0.00935595,0.0564683,0.0647185,0.0307824,0.0484505,0.0236921,0.0170655,0.00805945,0.0228883,0.0244769,0.0430188,0.0185623,0.00920612,0.0115917,0.0122858,0.0148625,0.0137167,0.0162319,0.0356736,0.0498984,0.0195408,0.0260993,0.0396535,0.00970303,0.0117533,0.0152233,0.03035,0.0289293,0.0294711,0.00848379,0.00845254,0.0235679,0.00910121,0.0040756,0.0408233,0.0261981,0,0,0.051193
296,0.0324684,0.0192337,0.00913856,0.0565097,0.0649136,0.0314748,0.0488165,0.0242645,0.0162369,0.00800877,0.0229495,0.0243622,0.0427651,0.0186403,0.00913246,0.0112985,0.0115733,0.0145852,0.0140155,0.0160274,0.0350806,0.0504062,0.0197739,0.0271673,0.040125,0.00955614,0.0114342,0.0151791,0.0308127,0.028597,0.0285618,0.00838483,0.00815647,0.0232716,0.00877394,0.00373813,0.0404165,0.0263431,0,0,0.0514118
297,0.03249,0.0189344,0.00889587,0.056534,0.065151,0.0322696,0.0492766,0.0251592,0.0153595,0.00802389,0.0230278,0.0243133,0.0424501,0.0186819,0.00908543,0.0109124,0.0113537,0.0143442,0.0142364,0.0157457,0.0344412,0.0510336,0.0199965,0.028387,0.0406018,0.00941811,0.0113365,0.0151163,0.0312327,0.0283391,0.0276527,0.00830833,0.00789471,0.0229433,0.00845418,0.00340677,0.0398731,0.0264951,0,0,0.0514881
298,0.0324471,0.018557,0.00864613,0.0566294,0.0654127,0.0330378,0.0498212,0.0263672,0.0144202,0.00808156,0.0231464,0.0241615,0.0420729,0.0188015,0.00897993,0.010407,0.0117176,0.0141975,0.0142709,0.0154032,0.0339042,0.0516305,0.0202145,0.0297319,0.0410826,0.00929911,0.0113964,0.0150508,0.031591,0.0281691,0.0267727,0.00821571,0.00768615,0.0225984,0.00811136,0.00308914,0.0392073,0.0266969,0,0,0.05137
299,0.0323547,0.0181213,0.00837969,0.056743,0.0656955,0.0335713,0.0504934,0.0276398,0.0134103,0.00822775,0.0232865,0.0239297,0.0415808,0.0189832,0.0088341,0.00984301,0.0123655,0.014109,0.0140727,0.0151428,0.033515,0.0522504,0.0204106,0.0312306,0.0415384,0.00916145,0.0112491,0.0149864,0.0319166,0.0280352,0.0259021,0.00811534,0.00753777,0.0222683,0.00776303,0.00278208,0.0384704,0.0269145,0,0,0.0511745
300,0.0322382,0.0176396,0.00810756,0.0567969,0.0659889,0.0341478,0.0513065,0.0291292,0.0122485,0.00844243,0.0234361,0.0236577,0.0409004,0.0191013,0.00870456,0.0092524,0.0133414,0.014101,0.0137381,0.0149739,0.033213,0.0529253,0.0205817,0.0328863,0.0419855,0.00902769,0.0111109,0.0149386,0.0322234,0.0278539,0.0250467,0.00802196,0.00744952,0.021963,0.00743916,0.0024909,0.03769,0.0271572,0,0,0.051005
301,0.0320352,0.0171371,0.00782072,0.0569498,0.0662475,0.0345493,0.0522524,0.0306636,0.0107863,0.00866753,0.0235981,0.0233595,0.0399878,0.0191822,0.00862987,0.00870266,0.0146682,0.0142488,0.0134223,0.0148449,0.0327554,0.0536088,0.020756,0.0346294,0.0424049,0.00890524,0.0110518,0.0149149,0.0325576,0.0276707,0.0244129,0.00796571,0.00741788,0.0216827,0.00721754,0.00225292,0.0369047,0.0276396,0,0,0.0508057
302,0.0317484,0.0166692,0.00758205,0.0570206,0.066512,0.0348119,0.0533524,0.032278,0.00884954,0.00907136,0.0237899,0.0230172,0.0388288,0.0192397,0.00867089,0.00842485,0.0162798,0.0144803,0.0132996,0.0146811,0.0320746,0.0543004,0.0209564,0.0364415,0.0427882,0.00878067,0.0110316,0.014934,0.0329839,0.0274776,0.0239258,0.00795838,0.00744631,0.0214117,0.00698942,0.00209047,0.0361248,0.0280623,0,0,0.0505594
303,0.0315075,0.0162808,0.00748448,0.0568877,0.066759,0.0350978,0.054589,0.0341643,0.00659989,0.00954822,0.0239895,0.0226083,0.0374621,0.0192538,0.00878874,0.00853019,0.0181184,0.014656,0.0135196,0.0145121,0.0315591,0.0549719,0.0211676,0.0383516,0.0431249,0.0087063,0.0109843,0.014987,0.0334206,0.0272476,0.02346,0.00797966,0.00752526,0.021121,0.00677019,0.00200944,0.0354021,0.0284287,0,0,0.0502588
